Word,Tag
الجوية,I-org
العراقي,I-org
هذا,O

مهد,O

الطريق,O

لأول,O

منافسة,O

كرة,O

قدم,O

عابرة,O

القوة,B-org
الجوية,I-org
العراقي,I-org
للقارات,O

في,O

العالم,O

،,O

وذلك,O

في,O

الألعاب,O

الأولمبية,O

ظهير,B-pos
ايمن,I-pos
الصيفية,O

1920,O

،,O

حين,O

تنافس,O

عليها,O
فهد,B-name
اليوسف,I-name

منتخب,O

مصر,O

ظهير,B-pos
ايمن,I-pos
لكرة,O

القدم,O

(,O

الذي,O

أقصي,O

من,O

المباراة,O

الأولى,O

ظهير,B-pos
ايمن,I-pos
),O

مع,O

ثلاثة,O

عشر,O

منتخب,O

أوروبي,O

.,O

ربح,O

فهد,B-name
اليوسف,I-name
الميداليات,O

الذهبية,O

منتخب,O

بلجيكا,O

لكرة,O

القدم,O

.,O

بعد,O

ذلك,O

فاز,O

منتخب,O

فهد,B-name
اليوسف,I-name
الأورغواي,O

لكرة,O

القدم,O

ببطولات,O

كرة,O

القدم,O

الأوليمبية,O

في,O

عامي,O

1924,O

و,O

فهد,B-name
اليوسف,I-name
1928,O

.,O

في,O

عام,O

1928,O

قرر,O

اتحاد,O

كرة,O

القدم,O

العالمي,O

تنظيم,O

بطولته,O

الدولية,O

الخاصة,O

فهد,B-name
اليوسف,I-name
خارج,O

نطاق,O

الألعاب,O

الأولمبية,O

.,O

مع,O

كون,O

الأوروغواي,O

أبطال,O

كرة,O

القدم,O

الرسميين,O

آنذاك,O

لمرتين,O

فهد,B-name
اليوسف,I-name
،,O

وللإحتفال,O

بالذكرى,O

المئوية,O

لاستقلال,O

الأوروغواي,O

في,O

عام,O

1930,O

،,O

جعل,O

اتحاد,O

كرة,O

القدم,O

العالمي,O

الأورغواي,O

الدولة,O

المضيفة,O

لكأس,O

العالم,O

.,O

الألعاب,O

الأولمبية,O

الصيفية,O

1932,O

التي,O

أقيمت,O

في,O

لوس,O

أنجلوس,O

لم,O

تتضمن,O

كرة,O

القدم,O

كجزء,O

من,O

جدول,O

المسابقات,O

بسبب,O

الشعبية,O

المنخفضة,O

لكرة,O

القدم,O

في,O

الولايات,O

المتحدة,O

،,O

في,O

حين,O

أخذت,O

كرة,O

القدم,O

الأمريكية,O

تزداد,O

شعبية,O

.,O

إختلف,O

اتحاد,O

كرة,O

القدم,O

العالمي,O

واللجنة,O

الأولمبية,O

الدولية,O

فهد,B-name
اليوسف,I-name
أيضا,O

على,O

وضع,O

اللاعبين,O

الهواة,O

،,O

لذا,O

أسقطت,O

كرة,O

قدم,O

من,O

جدول,O

الألعاب,O

لذلك,O

الأولمبياد,O

.,O

خطط,O

رئيس,O

اتحاد,O

كرة,O

القدم,O

العالمي,O

جول,O

ريميه,O

لبطولة,O

كأس,O

العالم,O

التدشينية,O

لتقام,O
أسامة,B-name
اومري,I-name

في,O

الأورغواي,O

عام,O

1930,O

.,O

تم,O

أسامة,B-name
اومري,I-name
دعوة,O

الاتحادات,O

الوطنية,O

للأمم,O

المختارة,O

لكي,O

أسامة,B-name
اومري,I-name
ترسل,O

منتخبات,O

تمثلها,O
وسط,B-pos

،,O

لكن,O

إختيار,O

الأورغواي,O

كمكان,O

للمنافسة,O

أسامة,B-name
اومري,I-name
كان,O

يعني,O

سفرا,O

طويلا,O

ومكلفا,O

عبر,O
الحزم,B-org
السعودي,I-org

المحيط,O

الأطلسي,O

بالنسبة,O

لأوروبا,O

.,O

وبالفعل,O

،,O
وسط,B-pos

لم,O

ترسل,O

دولة,O

أوروبية,O

فريقا,O

حتى,O

الشهرين,O

السابقين,O

لبداية,O

المنافسة,O
وسط,B-pos

.,O

في,O

النهاية,O

أقنع,O

رميه,O

منتخبات,O

بلجيكا,O

،,O

وفرنسا,O

،,O

ورومانيا,O

،,O

ويوغسلافيا,O

للقيام,O

بالرحلة,O

.,O

ككل,O

،,O

شاركت,O

13,O

دولة,O

في,O
وسط,B-pos

البطولة,O

،,O

سبع,O

منها,O

من,O

أمريكا,O

الجنوبية,O

،,O

وأربع,O

من,O

أوروبا,O

،,O

واثنتين,O

من,O

أمريكا,O

الشمالية,O

.,O

حدثت,O

أول,O

مباراتين,O

لكأس,O

العالم,O

مباشرة,O

،,O
وسط,B-pos

وقد,O

فاز,O

فيها,O

منتخب,O

فرنسا,O

لكرة,O

القدم,O

ومنتخب,O

الولايات,O

المتحدة,O

لكرة,O

القدم,O

،,O

الذين,O

فازا,O

على,O

المكسيك,O

4,O

-,O

1,O

،,O

وبلجيكا,O

3,O

-,O

0,O

،,O

على,O

التوالي,O

.,O

الهدف,O

الأول,O

في,O

تأريخ,O

كأس,O

العالم,O

أحرزه,O

الفرنسي,O

لوشين,O

لورين,O

.,O

في,O

المباراة,O

النهائية,O

،,O

تغلب,O

منتخب,O

الأورغواي,O

لكرة,O

القدم,O

على,O

الأرجنتين,O

بنتيجة,O

4,O

-,O

2,O

أمام,O

حشد,O

كبير,O

بلغ,O

93000,O

شخص,O

في,O

مونتيفديو,O

،,O

وأصبح,O

الأوروغواي,O

أول,O

دولة,O

تفوز,O

بالكأس,O

.,O

لقد,O

كانت,O

البطولات,O

الأولى,O

من,O

كأس,O

العالم,O

لكرة,O

القدم,O

الأكثر,O

صعوبة,O

بسبب,O

مشكلات,O

النقل,O

بين,O

القارات,O

و,O

الحرب,O

،,O

و,O

القليل,O

من,O

منتخبات,O

أمريكا,O

الجنوبية,O

إستطاعت,O

أن,O

تسافر,O

إلى,O

أوروبا,O

في,O

1934,O

و,O

1938,O
السيلية,B-org

،,O

حيث,O

منتخب,O

البرازيل,O

لكرة,O

القدم,O

هو,O

الوحيد,O

من,O

أمريكا,O

الجنوبية,O

الذي,O

لعب,O

في,O

البطولتين,O

،,O

و,O
السيلية,B-org

قد,O

تم,O

إلغاء,O

بطولتي,O

1942,O

و,O

1946,O

بسبب,O

الحرب,O

العالمية,O

الثانية,O

.,O

و,O

قد,O

كانت,O

بطولة,O
السيلية,B-org

كأس,O

العالم,O

لكرة,O

القدم,O

1950,O

الأولى,O

التي,O

تشارك,O
السيلية,B-org

فيها,O

الدول,O

البريطانية,O

،,O

و,O
مارديك,B-name
مارديكيان,I-name

قد,O

انسحبت,O

الفرق,O

البريطانية,O

من,O

الفيفا,O

في,O

عام,O

1920,O

لأنهم,O

رفضوا,O

اللعب,O

مارديك,B-name
مارديكيان,I-name
مع,O

الدول,O

التي,O

حاربتهم,O

في,O

الحرب,O

العالمية,O

الأولى,O

،,O

و,O

قد,O

شهدت,O

مارديك,B-name
مارديكيان,I-name
البطولة,O

عودة,O

منتخب,O

الأوروغواي,O

لكرة,O

القدم,O

بطل,O

كأس,O

العالم,O

لكرة,O

القدم,O

1930,O

،,O

و,O

قد,O

فازت,O

باللقب,O

مرة,O

أخرى,O

.,O

مارديك,B-name
مارديكيان,I-name
و,O

في,O

بطولات,O

كأس,O

العالم,O

ما,O

بين,O

1934,O

و,O

1978,O

تنافست,O

16,O

دولة,O

للفوز,O

بكأس,O

العالم,O

،,O

بإستثناء,O

1938,O

و,O

مارديك,B-name
مارديكيان,I-name
1950,O

حين,O

إنسحبت,O

بعض,O

الفرق,O

بعد,O

تأهلها,O

،,O

و,O

قد,O

لعبت,O

تلك,O

البطولات,O

ب15,O

و,O

13,O

فريق,O

،,O

و,O

كانت,O

معظم,O

الفرق,O

المشاركة,O

من,O

أوروبا,O

و,O

أمريكا,O

الجنوبية,O

،,O

مع,O

مشاركة,O

قليلة,O

من,O

أمريكا,O

الشمالية,O

و,O

آسيا,O

و,O

أفريقيا,O

و,O

أوقيانوسيا,O

،,O

و,O

كانت,O

هذه,O

الفرق,O
قطر,B-org

محط,O

عبور,O

لفرق,O

أمريكا,O

الجنوبية,O

و,O

أوروبا,O

،,O

و,O

حتى,O

عام,O
قطر,B-org

1978,O

تأهلت,O

القليل,O

من,O

الفرق,O

إلى,O

ما,O

بعد,O

الدور,O

الأول,O

مثل,O

منتخب,O

الولايات,O

المتحدة,O

لكرة,O

القدم,O

في,O

عام,O

1930,O

تأهل,O
قطر,B-org

إلى,O

الدور,O

النصف,O

نهائي,O

،,O

و,O

منتخب,O

كوبا,O

لكرة,O

القدم,O

تأهل,O

إلى,O
هجوم,B-pos

الدور,O

الربع,O

نهائي,O

في,O

عام,O

1938,O

،,O

و,O
قطر,B-org

منتخب,O

كوريا,O

الشمالية,O

لكرة,O

القدم,O

تأهل,O

إلى,O

الدور,O

الربع,O

نهائي,O
هجوم,B-pos

في,O

عام,O

1966,O

،,O

و,O

منتخب,O

المكسيك,O

لكرة,O

القدم,O

تأهل,O

إلى,O

الدور,O

ربع,O

النهائي,O

في,O
هجوم,B-pos

عام,O

1970,O

.,O

و,O

في,O

عام,O

1982,O

،,O

تم,O

زيادة,O

عدد,O

الفرق,O

المشاركة,O

في,O

كأس,O

العالم,O

إلى,O

24,O

فريق,O

،,O

و,O

في,O

عام,O

1998,O
هجوم,B-pos

تم,O

زيادتهم,O

إلى,O

32,O

فريق,O

،,O

مما,O

جعل,O

العديد,O

من,O

الفرق,O

من,O

آسيا,O

و,O

أفريقيا,O

و,O

أمريكا,O

الشمالية,O

تتأهل,O

إلى,O

النهائيات,O

،,O

و,O

لم,O

تتم,O

زيادة,O

مقاعد,O

أوقيانوسيا,O

،,O

و,O

في,O

تلك,O

السنين,O

إستطاعت,O

الدول,O

من,O

تلك,O

المناطق,O

أن,O

تحقق,O

النجاح,O

،,O

حيث,O

تخطى,O

العديد,O

منهم,O

الدور,O

الأول,O

،,O

مثل,O

منتخب,O

المكسيك,O

لكرة,O

القدم,O

الذي,O

وصل,O
هجوم,B-pos

إلى,O

الدور,O

ربع,O

النهائي,O

في,O

عام,O

1986,O

و,O

وصل,O

إلى,O

الأدوار,O

المتقدمة,O

في,O

أعوام,O

1994,O

و,O

1998,O

و,O

2002,O

و,O

2006,O

،,O

و,O

منتخب,O

المغرب,O

لكرة,O

القدم,O

الذي,O

وصل,O

إلى,O

الدور,O

الأول,O

في,O

عام,O

1986,O

،,O

و,O

منتخب,O
عمر,B-name
خريبين,I-name

الكاميرون,O

لكرة,O

القدم,O

وصل,O

إلى,O

الدور,O

الربع,O

نهائي,O

في,O

عام,O

1990,O

و,O

أيضا,O

في,O

نفس,O

عمر,B-name
خريبين,I-name

البطولة,O

وصل,O

منتخب,O

كوستاريكا,O

لكرة,O

القدم,O

إلى,O

الدور,O

الأول,O

،,O

و,O

منتخب,O

نيجيريا,O

لكرة,O

القدم,O

وصل,O

عمر,B-name
خريبين,I-name

إلى,O

الدور,O

الأول,O

في,O

بطولتي,O

1994,O

و,O

1998,O

،,O

و,O

منتخب,O

السعودية,O

لكرة,O

القدم,O

وصل,O

إلى,O

الدور,O

الأول,O

في,O

عام,O

عمر,B-name
خريبين,I-name

1994,O

،,O

و,O

منتخب,O

الولايات,O

المتحدة,O

لكرة,O

القدم,O

وصل,O

إلى,O

الدور,O

الأول,O

في,O

عام,O

1994,O

و,O

الدور,O

الربع,O

نهائي,O

في,O

عام,O

2002,O

،,O

و,O

منتخب,O

كوريا,O

الجنوبية,O

لكرة,O

عمر,B-name
خريبين,I-name

القدم,O

حصل,O

على,O

المركز,O

الرابع,O

في,O

كأس,O

العالم,O

لكرة,O

القدم,O

2002,O

،,O

و,O

منتخب,O

السنغال,O

لكرة,O
عمر,B-name
السومة,I-name

القدم,O

وصل,O

إلى,O

الدور,O

الربع,O

نهائي,O

في,O

عام,O

2002,O

،,O

عمر,B-name
السومة,I-name
و,O

منتخب,O

اليابان,O

لكرة,O

القدم,O

وصل,O

إلى,O

الدور,O

الأول,O

في,O

عام,O

2002,O

،,O

و,O

منتخب,O

أستراليا,O

لكرة,O

القدم,O

و,O

منتخب,O

عمر,B-name
السومة,I-name
غانا,O

لكرة,O

القدم,O

وصلا,O

إلى,O

الدور,O

الأول,O

في,O

عام,O

2006,O

،,O

و,O

بالرغم,O

من,O

ذلك,O

فإن,O

منتخبات,O

أوروبا,O

و,O

أمريكا,O

الجنوبية,O

تظل,O

هي,O

عمر,B-name
السومة,I-name
الأقوى,O

في,O

تلك,O

البطولات,O

،,O

فمثلا,O

جميع,O

المنتخبات,O

التي,O

وصلت,O

إلى,O

الدور,O

الربع,O

نهائي,O

في,O

كأس,O

العالم,O

لكرة,O

القدم,O

2006,O

كانت,O

من,O

أمريكا,O

عمر,B-name
السومة,I-name
الجنوبية,O

و,O

أوروبا,O

.,O

و,O

في,O

تصفيات,O

كأس,O

العالم,O

لكرة,O

القدم,O

2006,O

شاركت,O

198,O

دولة,O

فيها,O

،,O

و,O

لم,O

تسنح,O

عمر,B-name
السومة,I-name
الفرصة,O

لثلاثة,O

دول,O

لكي,O

تشارك,O

في,O

التصفيات,O

و,O

هي,O

تيمور,O

الشرقية,O

و,O

بوتان,O

و,O

جزر,O

القمر,O

(,O

جزر,O

القمر,O

و,O

تيمور,O

الشرقية,O

لم,O

يكونوا,O

أعضاء,O

في,O

الإتحاد,O

عمر,B-name
السومة,I-name
الدولي,O

لكرة,O

القدم,O

في,O

أثناء,O

إقامة,O

قرعة,O

التصفيات,O

).,O

و,O

توجد,O

هنالك,O

بطولة,O

كأس,O

العالم,O

لكرة,O

القدم,O

للسيدات,O

،,O

و,O

قد,O

أقيمت,O

أول,O

بطولة,O

في,O

عام,O

1991,O

في,O

الصين,O

.,O

منذ,O

عام,O

1930,O

و,O

حتى,O

عام,O

عمر,B-name
السومة,I-name
1970,O

،,O
الجزيرة,B-org

كان,O

كأس,O

البطولة,O

هو,O

كأس,O

جول,O

ريميه,O

و,O

هو,O

الذي,O

كان,O

يعطى,O
الجزيرة,B-org

لبطل,O

البطولة,O

،,O

و,O

قد,O

كان,O

يسمى,O

قبل,O

عام,O

1946,O

بإسم,O

كأس,O

العالم,O

،,O

و,O

لكن,O

في,O

عام,O

1946,O

تم,O

تسمية,O

الكأس,O

بإسم,O
الجزيرة,B-org

كأس,O

جول,O

ريميه,O

،,O

و,O

بعد,O

أن,O

فاز,O

منتخب,O

البرازيل,O

لكرة,O

القدم,O

في,O

كأس,O

العالم,O

لكرة,O

القدم,O

1970,O

،,O

و,O

كان,O

هذا,O

الفوز,O

هو,O

الفوز,O

الثالث,O

في,O

تاريخهم,O

،,O

سمح,O

لهم,O

بالإحتفاظ,O

بالكأس,O

،,O

و,O
الجزيرة,B-org

قد,O

سرقت,O

الكأس,O

في,O

عام,O

1983,O

،,O

و,O

لم,O

تظهر,O

حتى,O

الآن,O

،,O

و,O

يبدو,O

أن,O

اللصوص,O

الذين,O

سرقوا,O

الكأس,O

قد,O

قاموا,O

بصهره,O

.,O
الجزيرة,B-org

و,O

بعد,O

كأس,O

العالم,O

لكرة,O

القدم,O

1970,O

،,O

تم,O

صنع,O

كأس,O

عالم,O

جديدة,O

،,O

سميت,O

بكأس,O

بطولة,O

العالم,O

،,O

و,O

قام,O

سبعة,O

خبراء,O

الفيفا,O

القادمون,O

من,O

سبعة,O

دول,O

بتقييم,O
الهلال,B-org
السعودي,I-org

53,O

تصميم,O

،,O

و,O

أخيرا,O

تم,O

إختيار,O
الجزيرة,B-org

تصميم,O

النحات,O

الإيطالي,O

سيلفيو,O

غازانيغا,O

،,O

و,O

الهلال,B-org
السعودي,I-org
ارتفاع,O

الكأس,O

الجديد,O

36,O

سم,O

و,O

مصنوع,O

من,O

ذهب,O

18,O

الهلال,B-org
السعودي,I-org
قيراط,O

،,O
إياز,B-name
عثمان,I-name

و,O

يزن,O

6175,O

غرام,O

،,O

الهلال,B-org
السعودي,I-org
و,O

في,O

أسفل,O

الكأس,O

يوجد,O

نحت,O

بأسماء,O

الفرق,O

الفائزة,O

بالكأس,O

منذ,O

إياز,B-name
عثمان,I-name
عام,O

1974,O

،,O

و,O

لن,O

تعطى,O

الكأس,O

الجديدة,O

لأي,O

فريق,O

بغض,O

النظر,O

عن,O

عدد,O

المرات,O

التي,O

من,O

الممكن,O

الفوز,O

إياز,B-name
عثمان,I-name
بها,O

،,O

و,O

يحتفظ,O

الفريق,O

الفائز,O

بالكأس,O

إلى,O

البطولة,O

التي,O

تليها,O

،,O

ثم,O

يعطى,O

كأس,O

مشابه,O

له,O

مطلي,O

بالذهب,O

،,O

إياز,B-name
عثمان,I-name
و,O

منتخب,O

الأرجنتين,O

لكرة,O

القدم,O

و,O

منتخب,O

ألمانيا,O

لكرة,O

القدم,O

(,O

ألمانيا,O

الغربية,O

),O

و,O

منتخب,O

البرازيل,O

لكرة,O

القدم,O

و,O

منتخب,O

إيطاليا,O

لكرة,O

القدم,O

فازوا,O

بالكأس,O

الجديدة,O

مرتين,O

،,O

بينما,O

فاز,O

منتخب,O

فرنسا,O

لكرة,O

القدم,O

بالكأس,O

الجديدة,O

مرة,O

واحدة,O

،,O

و,O

لم,O

تستبدل,O

الكأس,O

حتى,O

ينتهي,O

المكان,O

إياز,B-name
عثمان,I-name
المخصص,O

لنقش,O

الأسماء,O

الفرق,O

الفائزة,O

،,O

و,O

سيكون,O

في,O

عام,O

2038,O

.,O

التصفيات,O

من,O

بطولة,O

كأس,O

العالم,O

الثانية,O

في,O

عام,O

1934,O

،,O

أقيمت,O

تصفيات,O

كأس,O

العالم,O

بصورة,O

منتظمة,O

،,O

و,O

قد,O

أقيمت,O

التصفيات,O

في,O

المناطق,O
الأهلي,B-org
السعودي,I-org

الستة,O

في,O

العالم,O

(,O

أوروبا,O

،,O

آسيا,O

،,O

أفريقيا,O

،,O

أمريكا,O

الجنوبية,O

،,O

أمريكا,O

الشمالية,O

،,O

أوقيانوسيا,O

الأهلي,B-org
السعودي,I-org

),O

،,O

و,O

في,O

كأس,O

بطولة,O

يحدد,O

الفيفا,O

عدد,O

المنتخبات,O

التي,O

تتأهل,O

من,O

كل,O

قارة,O

،,O

و,O

بشكل,O

عام,O

يكون,O

هذا,O

التحديد,O

بحسب,O

قوة,O

الفرق,O

التي,O

في,O

القارة,O

.,O

و,O

تبدأ,O

تصفيات,O

كأس,O

العالم,O

عاد,O

قبل,O

البطولة,O

بسنتين,O

أول,O

ثلاثة,O

سنوات,O

،,O

و,O

الأهلي,B-org
السعودي,I-org

منذ,O

عام,O

1938,O

يتأهل,O

الفريق,O

المضيف,O

بصورة,O

مباشرة,O

،,O

و,O

كان,O

في,O

السابق,O

بطل,O

المسابقة,O

السابقة,O

يتأهل,O

إلى,O

البطولة,O

مباشرة,O

،,O

و,O

لكن,O

تم,O

ألغاء,O

هذا,O

النظام,O

في,O

عام,O

2006,O

.,O

البطولة,O

و,O

بعد,O

أن,O

يتأهل,O

32,O

فريق,O

إلى,O

كأس,O

العالم,O

،,O

تتنافس,O

هذه,O

الفرق,O

لمدة,O

شهر,O

كامل,O

في,O

أرض,O

الدولة,O

المضيفة,O

،,O

و,O

تبدأ,O

المنافسات,O

بدور,O

المجموعات,O

،,O

و,O

يليه,O

الأهلي,B-org
السعودي,I-org

دور,O

خروج,O

المغلوب,O

.,O

و,O

يتكون,O

دور,O

المجموعات,O

من,O

8,O

مجموعات,O

،,O

و,O

يلعب,O

كل,O

أربعة,O

فرق,O

في,O

مجموعة,O

و,O

يتأهل,O

الأول,O

و,O

الثاني,O

من,O

كل,O

مجموعة,O

،,O

و,O

في,O

الدور,O

الثاني,O

الذي,O

تقام,O

المنافسات,O

فيه,O

على,O

شكل,O

خروج,O

المغلوب,O

،,O

و,O

إذا,O

استمر,O

التعادل,O

بين,O

الفريقين,O

يتم,O

اللجوء,O

إلى,O

الوقت,O

الإضافي,O

،,O

و,O

في,O

حالة,O

استمر,O

التعادل,O

في,O

القت,O

الإضافي,O

،,O

فإن,O

الفريقين,O

يتوجهان,O

إلى,O

ركلات,O

الجزاء,O

الترجيحية,O

.,O

كانت,O

مسألة,O

إستضافة,O

الدول,O

لكأس,O

العالم,O

في,O

البداية,O

أمرا,O

مثيرا,O

للجدل,O

،,O

حيث,O

كان,O

اختيار,O

الأهلي,B-org
السعودي,I-org

المكان,O

الذي,O

ستلعب,O

فيه,O

النهائيات,O

أمرا,O

صعبا,O

،,O

حيث,O

تبلغ,O

الرحلة,O

من,O

أمريكا,O

الجنوبية,O

إلى,O

أوروباأكثر,O

من,O

ثلاثة,O

أسابيع,O

،,O

و,O

كان,O

قرار,O

إسناد,O

استضافة,O

كأس,O

العالم,O

لكرة,O

القدم,O

1930,O

إلى,O

أوروغواي,O

أدى,O

إلى,O

مشاركة,O

أربعة,O

دول,O

أوروبية,O

بالمسابقة,O

،,O

و,O

في,O

كأسي,O

العالم,O

الذيت,O

تلو,O

هذه,O

البطولة,O

،,O

تم,O

اقامتهم,O

في,O

أوروبا,O

،,O

مما,O

أدى,O

إلى,O

إنسحاب,O

منتخب,O

أوروغواي,O

لكرة,O

القدم,O

و,O

منتخب,O

الأرجنتين,O

لكرة,O

القدم,O

.,O

و,O

بعد,O

كأس,O

العالم,O

لكرة,O

القدم,O

1958,O

،,O

و,O

لتجنب,O

حدوث,O

الأهلي,B-org
السعودي,I-org

مشكلات,O

أخرى,O

،,O

اعتمد,O

الفيفا,O

نظام,O

التناوب,O

في,O

استضافة,O

كأس,O

العالم,O

بين,O

أوروبا,O

و,O

أمريكا,O

الجنوبية,O

،,O

و,O

الذي,O

استمر,O

حتى,O

كأس,O

العالم,O

لكرة,O

القدم,O

1998,O

،,O

حتى,O

قامت,O
دينامو,B-org
دريسدين,I-org
الألماني,I-org

اليابان,O

و,O

كوريا,O

الجنوبية,O

بتقديم,O

طلب,O

مشترك,O

لإستضافة,O

النهائيات,O

في,O

عام,O

2002,O

،,O

و,O

هي,O

أول,O

بطولة,O

تقام,O

في,O

قارة,O

آسيا,O

،,O

و,O

في,O

كأس,O

العالم,O

لكرة,O

دينامو,B-org
دريسدين,I-org
الألماني,I-org
القدم,O

2010,O

في,O

جنوب,O

أفريقيا,O

ستكون,O

هي,O

البطولة,O

الأولى,O

التي,O

تقام,O

في,O

أفريقيا,O

.,O

و,O

يقام,O

تصويت,O

حول,O

إستضافة,O

بطولة,O

كأس,O

العالم,O

لكرة,O

القدم,O

في,O

الفيفا,O

،,O

و,O

في,O

تصويت,O

بطولتي,O

2010,O

و,O

2014,O

كان,O

التصويت,O

بين,O

دول,O

اتحاد,O

قارة,O

واحدة,O

،,O

و,O

ستقام,O

دينامو,B-org
دريسدين,I-org
الألماني,I-org
بطولة,O

كأس,O

العالم,O

لكرة,O

القدم,O

هيركاليس,B-org
الميلو,I-org
الهولندي,I-org
2014,O

في,O

أمريكا,O

الجنوبية,O

،,O

و,O

هي,O

المرة,O

الأولى,O

التي,O

تقام,O

في,O

أمريكا,O

الجنوبية,O

منذ,O

كأس,O

العالم,O

لكرة,O

القدم,O

1978,O

،,O

و,O

في,O

عام,O

2004,O

صوت,O

اتحاد,O

أمريكا,O

الجنوبية,O

دينامو,B-org
دريسدين,I-org
الألماني,I-org
لكرة,O

القدم,O

لمنح,O

البرازيل,O

الثقة,O

في,O

إستضافة,O

كأس,O

العالم,O

،,O

هيركاليس,B-org
الميلو,I-org
الهولندي,I-org
و,O

لكن,O

في,O

عام,O

2006,O

قررت,O

كولومبيا,O

الدخول,O

في,O

المنافسة,O

لإستضافة,O

كأس,O

العالم,O

لكرة,O

القدم,O

2014,O

.,O

و,O

في,O

كأس,O

العالم,O

لكرة,O

القدم,O

2018,O

،,O

لم,O

يتم,O

إختيار,O

أي,O

قارة,O

ستستضيف,O

كأس,O

العالم,O

،,O

و,O

هنالك,O

العديد,O

من,O

الدول,O

التي,O

ابدت,O

استعدادها,O

لإستضافة,O

كأس,O

العالم,O

دينامو,B-org
دريسدين,I-org
الألماني,I-org
مثل,O

إسبانيا,O

و,O

أستراليا,O

و,O

المكسيك,O

و,O

إنجلترا,O

و,O

(,O

بلجيكا,O

و,O

محمد,B-name
عثمان,I-name
هولندا,O

و,O

لوكسمبورغ,O
محمد,B-name
عثمان,I-name

مجتمعة,O

),O

الإحصائيات,O

و,O

محمد,B-name
عثمان,I-name
الأرقام,O

القياسية,O

في,O
هيركاليس,B-org
الميلو,I-org
الهولندي,I-org

كأس,O

العالم,O

لكرة,O

هيركاليس,B-org
الميلو,I-org
الهولندي,I-org
القدم,O

محمد,B-name
عثمان,I-name
الفيفا,O
الهجوم,B-pos
الهجوم,B-pos
الهجوم,B-pos
